exp_name,subfolder_label,path,param_file,medium_type_raw,colonne,colonne_diam_mm,colonne_diam_m,bille_diam_mm,bille_diam_m,sable_diam_um,sable_diam_m,ratio_bille_sable_geom,flow_injection_ml_min,mean_flowrate_g_min,debit_mass_g_s,debit_vol_m3_s,Ta_1cm_s,Ta_colonne_s,Ta_used_for_time_dimless_s,sigma0_sq,A_log,C_prefactor,D_fick_m2_s,n_points_fit,fit_tmin_dimless,fit_tmax_dimless,fluo_dilution,fps_declared,exposition_s,binning,resolution_px,injection_position
petit colonne3,serie1,/home/chorus/exp_petite_colonne3,/home/chorus/exp_petite_colonne3/parametres.txt,sable 100microns/billes6mm/colonnediam27mm,grande,27.0,0.027,6.0,0.006,100.0,0.0001,60.0,,25.0,0.5014335866950922,5.014335866950921e-07,1.8269386855887493,100.48162770738122,7.580918414137129,741371.1072664312,15.754990707448714,6955134.40047691,0.016964859281349557,51,1.0,20.0,6000.0,2.0,1.3,1,,(4
